Sex,Centre,Cohort,Student Level,Paper Name,Paper Subject,Paper Level,Percentage
M,Bumpeh perri,2016,L1,Level 1 Mathematics,Mathematics,L1,86
M,Bumpeh perri,2016,L1,Level 1 Language,Language,L1,66
F,Bumpeh perri,2016,L1,Level 1 Language,Language,L1,71.4
F,Bumpeh perri,2016,L1,Level 1 Mathematics,Mathematics,L1,28.56
M,Bumpeh perri,2016,L1,Level 1 Mathematics,Mathematics,L1,100
M,Bumpeh perri,2016,L1,Level 1 Language,Language,L1,80.25
F,Bumpeh perri,2016,L1,Level 1 Language,Language,L1,30.45
F,Bumpeh perri,2016,L1,Level 1 Mathematics,Mathematics,L1,26.68
M,Bumpeh perri,2016,L1,Level 1 Mathematics,Mathematics,L1,58.83
M,Bumpeh perri,2016,L1,Level 1 Language,Language,L1,57.4
M,Bumpeh perri,2016,L1,Level 1 Mathematics,Mathematics,L1,100
M,Bumpeh perri,2016,L1,Level 1 Language,Language,L1,68.25
M,Bumpeh perri,2016,L1,Level 1 Language,Language,L1,48
M,Bumpeh perri,2016,L1,Level 1 Mathematics,Mathematics,L1,7.35
F,Bumpeh perri,2016,L1,Level 1 Mathematics,Mathematics,L1,29.92
F,Bumpeh perri,2016,L1,Level 1 Language,Language,L1,44.8
M,Bumpeh perri,2016,L1,Level 1 Mathematics,Mathematics,L1,82
M,Bumpeh perri,2016,L1,Level 1 Language,Language,L1,85.5
F,Bumpeh perri,2016,L1,Level 1 Mathematics,Mathematics,L1,100
F,Bumpeh perri,2016,L1,Level 1 Language,Language,L1,57.6
M,Bumpeh perri,2016,L1,Level 1 Mathematics,Mathematics,L1,96
M,Bumpeh perri,2016,L1,Level 1 Language,Language,L1,57.4
F,Bumpeh perri,2016,L1,Level 1 Mathematics,Mathematics,L1,65.6
F,Bumpeh perri,2016,L1,Level 1 Language,Language,L1,62.25
F,Bumpeh perri,2016,L1,Level 1 Mathematics,Mathematics,L1,100
F,Bumpeh perri,2016,L1,Level 1 Language,Language,L1,88.5
F,Bumpeh perri,2016,L1,Level 1 Mathematics,Mathematics,L1,81
F,Bumpeh perri,2016,L1,Level 1 Language,Language,L1,58.85
F,Bumpeh perri,2016,L1,Level 1 Mathematics,Mathematics,L1,95
F,Bumpeh perri,2016,L1,Level 1 Language,Language,L1,72.1
F,Bumpeh perri,2016,L1,Level 1 Mathematics,Mathematics,L1,70.4
F,Bumpeh perri,2016,L1,Level 1 Language,Language,L1,35
F,Bumpeh perri,2016,L1,Level 1 Mathematics,Mathematics,L1,92.16
F,Bumpeh perri,2016,L1,Level 1 Language,Language,L1,73.5
F,Bumpeh perri,2016,L1,Level 1 Mathematics,Mathematics,L1,73.6
F,Bumpeh perri,2016,L1,Level 1 Language,Language,L1,56.55
F,Bumpeh perri,2016,L1,Level 1 Language,Language,L1,13.8
F,Bumpeh perri,2016,L1,Level 1 Mathematics,Mathematics,L1,6.79
F,Bumpeh perri,2016,L1,Level 1 Mathematics,Mathematics,L1,93
F,Bumpeh perri,2016,L1,Level 1 Language,Language,L1,76.5
F,Bumpeh perri,2016,L1,Level 1 Mathematics,Mathematics,L1,85
M,Bumpeh perri,2016,L1,Level 1 Mathematics,Mathematics,L1,70.56
M,Bumpeh perri,2016,L1,Level 1 Language,Language,L1,74.25
M,Bumpeh perri,2016,L1,Level 1 Mathematics,Mathematics,L1,100
M,Bumpeh perri,2016,L1,Level 1 Language,Language,L1,27
M,Bumpeh perri,2016,L1,Level 1 Mathematics,Mathematics,L1,99
M,Bumpeh perri,2016,L1,Level 1 Language,Language,L1,82.5
M,Bumpeh perri,2016,L1,Level 1 Mathematics,Mathematics,L1,97.44
M,Bumpeh perri,2016,L1,Level 1 Language,Language,L1,43.5
F,Bumpeh perri,2016,L1,Level 1 Mathematics,Mathematics,L1,76.44
F,Bumpeh perri,2016,L1,Level 1 Language,Language,L1,86.25
F,Bumpeh perri,2016,L1,Level 1 Mathematics,Mathematics,L1,54.59
F,Bumpeh perri,2016,L1,Level 1 Language,Language,L1,64.4
F,Bumpeh perri,2016,L1,Level 1 Mathematics,Mathematics,L1,65.36
F,Bumpeh perri,2016,L1,Level 1 Language,Language,L1,52.2
M,Bumpeh perri,2016,L1,Level 1 Mathematics,Mathematics,L1,80
M,Bumpeh perri,2016,L1,Level 1 Language,Language,L1,66.75
M,Bumpeh perri,2016,L1,Level 1 Mathematics,Mathematics,L1,0
M,Bumpeh perri,2016,L1,Level 1 Language,Language,L1,0
M,Bumpeh perri,2016,L1,Level 1 Mathematics,Mathematics,L1,87
M,Bumpeh perri,2016,L1,Level 1 Language,Language,L1,76.5
M,Bumpeh perri,2016,L1,Level 1 Language,Language,L1,57.6
M,Bumpeh perri,2016,L1,Level 1 Mathematics,Mathematics,L1,11.44
F,Bumpeh perri,2016,L1,Level 1 Mathematics,Mathematics,L1,85
F,Bumpeh perri,2016,L1,Level 1 Language,Language,L1,79.8
F,Bumpeh perri,2016,L1,Level 1 Mathematics,Mathematics,L1,100
F,Bumpeh perri,2016,L1,Level 1 Language,Language,L1,67.6
F,Bumpeh perri,2016,L1,Level 1 Language,Language,L1,11.9
F,Bumpeh perri,2016,L1,Level 1 Mathematics,Mathematics,L1,2.55
F,Bumpeh perri,2016,L1,Level 1 Mathematics,Mathematics,L1,98.88
F,Bumpeh perri,2016,L1,Level 1 Language,Language,L1,74.9
F,Bumpeh perri,2016,L1,Level 1 Mathematics,Mathematics,L1,100
F,Bumpeh perri,2016,L1,Level 1 Language,Language,L1,64.4
F,Bumpeh perri,2016,L1,Level 1 Mathematics,Mathematics,L1,11.77
F,Bumpeh perri,2016,L1,Level 1 Language,Language,L1,16.2
F,Bumpeh perri,2016,L1,Level 1 Mathematics,Mathematics,L1,77.38
F,Bumpeh perri,2016,L1,Level 1 Language,Language,L1,45
F,Bumpeh perri,2016,L1,Level 1 Mathematics,Mathematics,L1,100
F,Bumpeh perri,2016,L1,Level 1 Language,Language,L1,67.9
F,Bumpeh perri,2016,L1,Level 1 Mathematics,Mathematics,L1,94
F,Bumpeh perri,2016,L1,Level 1 Language,Language,L1,74.25
F,Bumpeh perri,2016,L1,Level 1 Mathematics,Mathematics,L1,76.56
F,Bumpeh perri,2016,L1,Level 1 Language,Language,L1,66.5
F,Bumpeh perri,2016,L1,Level 1 Mathematics,Mathematics,L1,89.24
F,Bumpeh perri,2016,L1,Level 1 Language,Language,L1,77
M,Bumpeh perri,2016,L1,Level 1 Mathematics,Mathematics,L1,70.85
M,Bumpeh perri,2016,L1,Level 1 Language,Language,L1,71.4
F,Bumpeh perri,2016,L1,Level 1 Language,Language,L1,25.5
F,Bumpeh perri,2016,L1,Level 1 Mathematics,Mathematics,L1,2.79
F,Bumpeh perri,2016,L1,Level 1 Language,Language,L1,29
F,Bumpeh perri,2016,L1,Level 1 Mathematics,Mathematics,L1,13.09
F,Bumpeh perri,2016,L1,Level 1 Mathematics,Mathematics,L1,63.84
F,Bumpeh perri,2016,L1,Level 1 Language,Language,L1,60.2
F,Bumpeh perri,2016,L1,Level 1 Mathematics,Mathematics,L1,97
F,Bumpeh perri,2016,L1,Level 1 Language,Language,L1,68.25
F,Bumpeh perri,2016,L1,Level 1 Language,Language,L1,35.6
F,Bumpeh perri,2016,L1,Level 1 Mathematics,Mathematics,L1,0
M,Bumpeh perri,2016,L1,Level 1 Mathematics,Mathematics,L1,85.36
M,Bumpeh perri,2016,L1,Level 1 Language,Language,L1,72
M,Bumpeh perri,2016,L1,Level 1 Mathematics,Mathematics,L1,100
M,Bumpeh perri,2016,L1,Level 1 Language,Language,L1,89.25
M,Bumpeh perri,2016,L1,Level 1 Mathematics,Mathematics,L1,91.08
M,Bumpeh perri,2016,L1,Level 1 Language,Language,L1,53.4
M,Bumpeh perri,2016,L1A,Level 1A Mathematics,Mathematics,L1A,100
M,Bumpeh perri,2016,L1A,Level 1A Language,Language,L1A,86.49
M,Bumpeh perri,2016,L1A,Level 1A Mathematics,Mathematics,L1A,100
M,Bumpeh perri,2016,L1A,Level 1A Language,Language,L1A,95
M,Bumpeh perri,2016,L1A,Level 1A Mathematics,Mathematics,L1A,77.35
M,Bumpeh perri,2016,L1A,Level 1A Language,Language,L1A,74.4
M,Bumpeh perri,2016,L1A,Level 1A Mathematics,Mathematics,L1A,84.63
M,Bumpeh perri,2016,L1A,Level 1A Language,Language,L1A,96
M,Bumpeh perri,2016,L1A,Level 1A Mathematics,Mathematics,L1A,70.5
M,Bumpeh perri,2016,L1A,Level 1A Language,Language,L1A,100
M,Bumpeh perri,2016,L1A,Level 1A Mathematics,Mathematics,L1A,100
M,Bumpeh perri,2016,L1A,Level 1A Language,Language,L1A,98
M,Bumpeh perri,2016,L1A,Level 1A Mathematics,Mathematics,L1A,99
M,Bumpeh perri,2016,L1A,Level 1A Language,Language,L1A,87.42
F,Bumpeh perri,2016,L1A,Level 1A Language,Language,L1A,98.9
F,Bumpeh perri,2016,L1A,Level 1A Mathematics,Mathematics,L1A,10.68
M,Bumpeh perri,2016,L1A,Level 1A Mathematics,Mathematics,L1A,91.91
M,Bumpeh perri,2016,L1A,Level 1A Language,Language,L1A,100
F,Bumpeh perri,2016,L1A,Level 1A Mathematics,Mathematics,L1A,100
F,Bumpeh perri,2016,L1A,Level 1A Language,Language,L1A,100
F,Bumpeh perri,2016,L1A,Level 1A Mathematics,Mathematics,L1A,100
F,Bumpeh perri,2016,L1A,Level 1A Language,Language,L1A,89.28
F,Bumpeh perri,2016,L1A,Level 1A Mathematics,Mathematics,L1A,83
F,Bumpeh perri,2016,L1A,Level 1A Language,Language,L1A,100
F,Bumpeh perri,2016,L1A,Level 1A Mathematics,Mathematics,L1A,67.15
F,Bumpeh perri,2016,L1A,Level 1A Language,Language,L1A,78.11
M,Bumpeh perri,2016,L1A,Level 1A Language,Language,L1A,80.3
M,Bumpeh perri,2016,L1A,Level 1A Mathematics,Mathematics,L1A,12.8
F,Bumpeh perri,2016,L1A,Level 1A Mathematics,Mathematics,L1A,89
F,Bumpeh perri,2016,L1A,Level 1A Language,Language,L1A,90
M,Bumpeh perri,2016,L1A,Level 1A Mathematics,Mathematics,L1A,68.73
M,Bumpeh perri,2016,L1A,Level 1A Language,Language,L1A,93
M,Bumpeh perri,2016,L1A,Level 1A Mathematics,Mathematics,L1A,93.1
M,Bumpeh perri,2016,L1A,Level 1A Language,Language,L1A,67.89
F,Bumpeh perri,2016,L1A,Level 1A Mathematics,Mathematics,L1A,96.57
F,Bumpeh perri,2016,L1A,Level 1A Language,Language,L1A,88.58
F,Bumpeh perri,2016,L1A,Level 1A Mathematics,Mathematics,L1A,64.68
F,Bumpeh perri,2016,L1A,Level 1A Language,Language,L1A,78.12
M,Bumpeh perri,2016,L1A,Level 1A Mathematics,Mathematics,L1A,87
M,Bumpeh perri,2016,L1A,Level 1A Language,Language,L1A,100
M,Bumpeh perri,2016,L1A,Level 1A Mathematics,Mathematics,L1A,100
M,Bumpeh perri,2016,L1A,Level 1A Language,Language,L1A,100
M,Bumpeh perri,2016,L1A,Level 1A Mathematics,Mathematics,L1A,100
M,Bumpeh perri,2016,L1A,Level 1A Language,Language,L1A,100
M,Bumpeh perri,2016,L1A,Level 1A Mathematics,Mathematics,L1A,72.21
M,Bumpeh perri,2016,L1A,Level 1A Language,Language,L1A,88.35
F,Bumpeh perri,2016,L1A,Level 1A Mathematics,Mathematics,L1A,46.4
F,Bumpeh perri,2016,L1A,Level 1A Language,Language,L1A,76.65
M,Bumpeh perri,2016,L1A,Level 1A Mathematics,Mathematics,L1A,100
M,Bumpeh perri,2016,L1A,Level 1A Language,Language,L1A,100
F,Bumpeh perri,2016,L1A,Level 1A Mathematics,Mathematics,L1A,79.17
F,Bumpeh perri,2016,L1A,Level 1A Language,Language,L1A,84.28
M,Bumpeh perri,2016,L1A,Level 1A Mathematics,Mathematics,L1A,71.25
M,Bumpeh perri,2016,L1A,Level 1A Language,Language,L1A,100
F,Bumpeh perri,2016,L1A,Level 1A Mathematics,Mathematics,L1A,78.75
F,Bumpeh perri,2016,L1A,Level 1A Language,Language,L1A,90
M,Bumpeh perri,2016,L1A,Level 1A Mathematics,Mathematics,L1A,84
M,Bumpeh perri,2016,L1A,Level 1A Language,Language,L1A,98.58
F,Bumpeh perri,2016,L1A,Level 1A Mathematics,Mathematics,L1A,75.24
F,Bumpeh perri,2016,L1A,Level 1A Language,Language,L1A,100
F,Bumpeh perri,2016,L1A,Level 1A Mathematics,Mathematics,L1A,78.85
F,Bumpeh perri,2016,L1A,Level 1A Language,Language,L1A,83.7
F,Bumpeh perri,2016,L1A,Level 1A Mathematics,Mathematics,L1A,77.25
F,Bumpeh perri,2016,L1A,Level 1A Language,Language,L1A,80.84
F,Bumpeh perri,2016,L1A,Level 1A Mathematics,Mathematics,L1A,76.95
F,Bumpeh perri,2016,L1A,Level 1A Language,Language,L1A,100
M,Bumpeh perri,2016,L1A,Level 1A Mathematics,Mathematics,L1A,86.45
M,Bumpeh perri,2016,L1A,Level 1A Language,Language,L1A,100
F,Bumpeh perri,2016,L1A,Level 1A Mathematics,Mathematics,L1A,100
F,Bumpeh perri,2016,L1A,Level 1A Language,Language,L1A,100
M,Bumpeh perri,2016,L1A,Level 1A Mathematics,Mathematics,L1A,100
M,Bumpeh perri,2016,L1A,Level 1A Language,Language,L1A,92
F,Bumpeh perri,2016,L1A,Level 1A Mathematics,Mathematics,L1A,73.5
F,Bumpeh perri,2016,L1A,Level 1A Language,Language,L1A,87
F,Bumpeh perri,2016,L1A,Level 1A Mathematics,Mathematics,L1A,100
F,Bumpeh perri,2016,L1A,Level 1A Language,Language,L1A,82
F,Bumpeh perri,2016,L1A,Level 1A Mathematics,Mathematics,L1A,85.5
F,Bumpeh perri,2016,L1A,Level 1A Language,Language,L1A,94.6
F,Bumpeh perri,2016,L1A,Level 1A Mathematics,Mathematics,L1A,100
F,Bumpeh perri,2016,L1A,Level 1A Language,Language,L1A,86
F,Bumpeh perri,2016,L1A,Level 1A Mathematics,Mathematics,L1A,77.25
F,Bumpeh perri,2016,L1A,Level 1A Language,Language,L1A,100
F,Bumpeh perri,2016,L1A,Level 1A Mathematics,Mathematics,L1A,92
F,Bumpeh perri,2016,L1A,Level 1A Language,Language,L1A,83
M,Bumpeh perri,2016,L1A,Level 1A Mathematics,Mathematics,L1A,95.95
M,Bumpeh perri,2016,L1A,Level 1A Language,Language,L1A,92
M,Bumpeh perri,2016,L1A,Level 1A Mathematics,Mathematics,L1A,91.35
M,Bumpeh perri,2016,L1A,Level 1A Language,Language,L1A,100
F,Bumpeh perri,2016,L1A,Level 1A Mathematics,Mathematics,L1A,100
F,Bumpeh perri,2016,L1A,Level 1A Language,Language,L1A,82
M,Bumpeh perri,2016,L2,Level 2 Mathematics,Mathematics,L2,78.66
M,Bumpeh perri,2016,L2,Level 2 Language,Language,L2,39.99
M,Bumpeh perri,2016,L2,Level 2 Mathematics,Mathematics,L2,88.92
M,Bumpeh perri,2016,L2,Level 2 Language,Language,L2,53.2
M,Bumpeh perri,2016,L2,Level 2 Mathematics,Mathematics,L2,70.08
M,Bumpeh perri,2016,L2,Level 2 Language,Language,L2,42.18
F,Bumpeh perri,2016,L2,Level 2 Mathematics,Mathematics,L2,55.12
F,Bumpeh perri,2016,L2,Level 2 Language,Language,L2,27.59
M,Bumpeh perri,2016,L2,Level 2 Mathematics,Mathematics,L2,55.2
M,Bumpeh perri,2016,L2,Level 2 Language,Language,L2,40.42
M,Bumpeh perri,2016,L2,Level 2 Mathematics,Mathematics,L2,48.3
M,Bumpeh perri,2016,L2,Level 2 Language,Language,L2,29.6
M,Bumpeh perri,2016,L2,Level 2 Mathematics,Mathematics,L2,89.88
M,Bumpeh perri,2016,L2,Level 2 Mathematics,Mathematics,L2,38.22
M,Bumpeh perri,2016,L2,Level 2 Language,Language,L2,24
F,Bumpeh perri,2016,L2,Level 2 Mathematics,Mathematics,L2,72.27
F,Bumpeh perri,2016,L2,Level 2 Language,Language,L2,31
F,Bumpeh perri,2016,L2,Level 2 Mathematics,Mathematics,L2,69.16
F,Bumpeh perri,2016,L2,Level 2 Language,Language,L2,49.88
F,Bumpeh perri,2016,L2,Level 2 Mathematics,Mathematics,L2,58.14
F,Bumpeh perri,2016,L2,Level 2 Language,Language,L2,32.19
F,Bumpeh perri,2016,L2,Level 2 Mathematics,Mathematics,L2,57.24
F,Bumpeh perri,2016,L2,Level 2 Language,Language,L2,51.17
F,Bumpeh perri,2016,L2,Level 2 Mathematics,Mathematics,L2,75.19
F,Bumpeh perri,2016,L2,Level 2 Language,Language,L2,45.15
M,Bumpeh perri,2016,L2,Level 2 Mathematics,Mathematics,L2,85.12
M,Bumpeh perri,2016,L2,Level 2 Language,Language,L2,60
F,Gbondapi,2016,L1,Level 1 Mathematics,Mathematics,L1,41
F,Gbondapi,2016,L1,Level 1 Language,Language,L1,26.25
M,Gbondapi,2016,L1,Level 1 Language,Language,L1,96
M,Gbondapi,2016,L1,Level 1 Mathematics,Mathematics,L1,61
F,Gbondapi,2016,L1,Level 1 Mathematics,Mathematics,L1,30.9
F,Gbondapi,2016,L1,Level 1 Language,Language,L1,30.6
M,Gbondapi,2016,L1,Level 1 Mathematics,Mathematics,L1,66.12
M,Gbondapi,2016,L1,Level 1 Language,Language,L1,65.1
F,Gbondapi,2016,L1,Level 1 Mathematics,Mathematics,L1,82.08
F,Gbondapi,2016,L1,Level 1 Language,Language,L1,62.3
F,Gbondapi,2016,L1,Level 1 Mathematics,Mathematics,L1,69.92
F,Gbondapi,2016,L1,Level 1 Language,Language,L1,79.9
M,Gbondapi,2016,L1,Level 1 Mathematics,Mathematics,L1,72.27
M,Gbondapi,2016,L1,Level 1 Language,Language,L1,72.75
M,Gbondapi,2016,L1,Level 1 Mathematics,Mathematics,L1,77.97
M,Gbondapi,2016,L1,Level 1 Language,Language,L1,32.7
F,Gbondapi,2016,L1,Level 1 Mathematics,Mathematics,L1,41.8
F,Gbondapi,2016,L1,Level 1 Language,Language,L1,38.8
F,Gbondapi,2016,L1,Level 1 Mathematics,Mathematics,L1,68.88
F,Gbondapi,2016,L1,Level 1 Language,Language,L1,63
F,Gbondapi,2016,L1,Level 1 Mathematics,Mathematics,L1,85.12
F,Gbondapi,2016,L1,Level 1 Language,Language,L1,81.9
F,Gbondapi,2016,L1,Level 1 Language,Language,L1,42
F,Gbondapi,2016,L1,Level 1 Mathematics,Mathematics,L1,22.62
M,Gbondapi,2016,L1,Level 1 Mathematics,Mathematics,L1,21.85
M,Gbondapi,2016,L1,Level 1 Language,Language,L1,14.7
M,Gbondapi,2016,L1,Level 1 Mathematics,Mathematics,L1,47
M,Gbondapi,2016,L1,Level 1 Language,Language,L1,32.4
F,Gbondapi,2016,L1,Level 1 Mathematics,Mathematics,L1,33.44
F,Gbondapi,2016,L1,Level 1 Language,Language,L1,36.8
F,Gbondapi,2016,L1,Level 1 Mathematics,Mathematics,L1,41.16
F,Gbondapi,2016,L1,Level 1 Language,Language,L1,31.5
F,Gbondapi,2016,L1,Level 1 Mathematics,Mathematics,L1,84
F,Gbondapi,2016,L1,Level 1 Language,Language,L1,90.25
M,Gbondapi,2016,L1,Level 1 Mathematics,Mathematics,L1,70.85
M,Gbondapi,2016,L1,Level 1 Language,Language,L1,58.8
F,Gbondapi,2016,L1,Level 1 Language,Language,L1,76.5
F,Gbondapi,2016,L1,Level 1 Mathematics,Mathematics,L1,51.41
F,Gbondapi,2016,L1,Level 1 Language,Language,L1,25.8
F,Gbondapi,2016,L1,Level 1 Mathematics,Mathematics,L1,20.14
F,Gbondapi,2016,L1,Level 1 Language,Language,L1,80.8
F,Gbondapi,2016,L1,Level 1 Mathematics,Mathematics,L1,51.5
F,Gbondapi,2016,L1,Level 1 Mathematics,Mathematics,L1,69.92
F,Gbondapi,2016,L1,Level 1 Language,Language,L1,93.6
F,Gbondapi,2016,L1,Level 1 Mathematics,Mathematics,L1,53.07
F,Gbondapi,2016,L1,Level 1 Language,Language,L1,46.75
F,Gbondapi,2016,L1,Level 1 Language,Language,L1,33.25
F,Gbondapi,2016,L1,Level 1 Mathematics,Mathematics,L1,23.66
F,Gbondapi,2016,L1,Level 1 Mathematics,Mathematics,L1,79.57
F,Gbondapi,2016,L1,Level 1 Language,Language,L1,32.2
M,Gbondapi,2016,L1,Level 1 Mathematics,Mathematics,L1,55.86
M,Gbondapi,2016,L1,Level 1 Language,Language,L1,40
M,Gbondapi,2016,L1,Level 1 Mathematics,Mathematics,L1,30.68
M,Gbondapi,2016,L1,Level 1 Language,Language,L1,17.6
M,Gbondapi,2016,L1,Level 1 Mathematics,Mathematics,L1,68.62
M,Gbondapi,2016,L1,Level 1 Language,Language,L1,74.4
F,Gbondapi,2016,L1,Level 1 Mathematics,Mathematics,L1,38.76
F,Gbondapi,2016,L1,Level 1 Language,Language,L1,21.75
M,Gbondapi,2016,L1,Level 1 Mathematics,Mathematics,L1,60.45
M,Gbondapi,2016,L1,Level 1 Language,Language,L1,40
M,Gbondapi,2016,L1,Level 1 Mathematics,Mathematics,L1,31.28
M,Gbondapi,2016,L1,Level 1 Language,Language,L1,23.5
M,Gbondapi,2016,L1,Level 1 Language,Language,L1,59.95
M,Gbondapi,2016,L1,Level 1 Mathematics,Mathematics,L1,34.2
F,Gbondapi,2016,L1,Level 1 Mathematics,Mathematics,L1,62.7
F,Gbondapi,2016,L1,Level 1 Language,Language,L1,34.65
F,Gbondapi,2016,L1,Level 1 Mathematics,Mathematics,L1,75.4
F,Gbondapi,2016,L1,Level 1 Language,Language,L1,28.5
F,Gbondapi,2016,L1,Level 1 Language,Language,L1,25.5
F,Gbondapi,2016,L1,Level 1 Mathematics,Mathematics,L1,15.75
M,Gbondapi,2016,L1,Level 1 Mathematics,Mathematics,L1,57.2
M,Gbondapi,2016,L1,Level 1 Language,Language,L1,32.8
F,Gbondapi,2016,L1,Level 1 Mathematics,Mathematics,L1,55.29
F,Gbondapi,2016,L1,Level 1 Language,Language,L1,50.6
M,Gbondapi,2016,L1,Level 1 Mathematics,Mathematics,L1,71.5
M,Gbondapi,2016,L1,Level 1 Language,Language,L1,69
M,Gbondapi,2016,L1,Level 1 Mathematics,Mathematics,L1,50
M,Gbondapi,2016,L1,Level 1 Language,Language,L1,31.2
F,Gbondapi,2016,L1,Level 1 Mathematics,Mathematics,L1,56.12
F,Gbondapi,2016,L1,Level 1 Language,Language,L1,26.7
F,Gbondapi,2016,L1,Level 1 Mathematics,Mathematics,L1,53
F,Gbondapi,2016,L1,Level 1 Language,Language,L1,55.55
F,Gbondapi,2016,L1,Level 1 Mathematics,Mathematics,L1,76.8
F,Gbondapi,2016,L1,Level 1 Language,Language,L1,18.4
M,Gbondapi,2016,L1,Level 1 Mathematics,Mathematics,L1,48.72
M,Gbondapi,2016,L1,Level 1 Language,Language,L1,41
