Sex,Centre,Cohort,Student Level,Paper Name,Paper Subject,Paper Level,Percentage
M,Potoru,2016,L2,Level 2 Language,Language,L2,99.18
M,Potoru,2016,L2,Level 2 Mathematics,Mathematics,L2,58.65
M,Potoru,2016,L2,Level 2 Language,Language,L2,49.88
F,Potoru,2016,L2,Level 2 Mathematics,Mathematics,L2,94.76
F,Potoru,2016,L2,Level 2 Language,Language,L2,57.04
M,Potoru,2016,L2,Level 2 Mathematics,Mathematics,L2,100
M,Potoru,2016,L2,Level 2 Language,Language,L2,97.2
M,Potoru,2016,L2,Level 2 Mathematics,Mathematics,L2,95.68
M,Potoru,2016,L2,Level 2 Language,Language,L2,40.85
F,Potoru,2016,L2,Level 2 Mathematics,Mathematics,L2,62.4
F,Potoru,2016,L2,Level 2 Language,Language,L2,78.88
M,Potoru,2016,L2,Level 2 Mathematics,Mathematics,L2,100
M,Potoru,2016,L2,Level 2 Language,Language,L2,62.25
F,Potoru,2016,L2,Level 2 Mathematics,Mathematics,L2,76.59
F,Potoru,2016,L2,Level 2 Language,Language,L2,72.54
F,Potoru,2016,L2,Level 2 Mathematics,Mathematics,L2,100
F,Potoru,2016,L2,Level 2 Language,Language,L2,45.58
M,Potoru,2016,L2,Level 2 Mathematics,Mathematics,L2,52
M,Potoru,2016,L2,Level 2 Language,Language,L2,51.5
M,Zimmi,2016,L1,Level 1 Mathematics,Mathematics,L1,53
M,Zimmi,2016,L1,Level 1 Language,Language,L1,35
M,Zimmi,2016,L1,Level 1 Mathematics,Mathematics,L1,50.63
M,Zimmi,2016,L1,Level 1 Language,Language,L1,69
F,Zimmi,2016,L1,Level 1 Mathematics,Mathematics,L1,71.28
F,Zimmi,2016,L1,Level 1 Language,Language,L1,31.8
M,Zimmi,2016,L1,Level 1 Language,Language,L1,26
M,Zimmi,2016,L1,Level 1 Mathematics,Mathematics,L1,9.24
M,Zimmi,2016,L1,Level 1 Mathematics,Mathematics,L1,60.8
M,Zimmi,2016,L1,Level 1 Language,Language,L1,64.8
F,Zimmi,2016,L1,Level 1 Language,Language,L1,71.4
F,Zimmi,2016,L1,Level 1 Mathematics,Mathematics,L1,20.8
M,Zimmi,2016,L1,Level 1 Mathematics,Mathematics,L1,94.4
M,Zimmi,2016,L1,Level 1 Language,Language,L1,78
F,Zimmi,2016,L1,Level 1 Mathematics,Mathematics,L1,72.27
F,Zimmi,2016,L1,Level 1 Language,Language,L1,66.3
M,Zimmi,2016,L1,Level 1 Mathematics,Mathematics,L1,83.6
M,Zimmi,2016,L1,Level 1 Language,Language,L1,72.75
M,Zimmi,2016,L1,Level 1 Mathematics,Mathematics,L1,78.32
M,Zimmi,2016,L1,Level 1 Language,Language,L1,84.75
M,Zimmi,2016,L1,Level 1 Language,Language,L1,70.85
M,Zimmi,2016,L1,Level 1 Mathematics,Mathematics,L1,55.5
F,Zimmi,2016,L1,Level 1 Language,Language,L1,82.6
F,Zimmi,2016,L1,Level 1 Mathematics,Mathematics,L1,47.38
M,Zimmi,2016,L1,Level 1 Mathematics,Mathematics,L1,73.73
M,Zimmi,2016,L1,Level 1 Language,Language,L1,69.55
F,Zimmi,2016,L1,Level 1 Mathematics,Mathematics,L1,100
F,Zimmi,2016,L1,Level 1 Language,Language,L1,40.05
M,Zimmi,2016,L1,Level 1 Mathematics,Mathematics,L1,52
M,Zimmi,2016,L1,Level 1 Language,Language,L1,72
M,Zimmi,2016,L1,Level 1 Mathematics,Mathematics,L1,98.88
M,Zimmi,2016,L1,Level 1 Language,Language,L1,75.75
F,Zimmi,2016,L1,Level 1 Mathematics,Mathematics,L1,86.87
F,Zimmi,2016,L1,Level 1 Language,Language,L1,47.6
F,Zimmi,2016,L1,Level 1 Mathematics,Mathematics,L1,67.64
F,Zimmi,2016,L1,Level 1 Language,Language,L1,85.85
F,Zimmi,2016,L1,Level 1 Mathematics,Mathematics,L1,96
F,Zimmi,2016,L1,Level 1 Language,Language,L1,56.55
F,Zimmi,2016,L1,Level 1 Mathematics,Mathematics,L1,92.4
F,Zimmi,2016,L1,Level 1 Language,Language,L1,39.2
M,Zimmi,2016,L1,Level 1 Mathematics,Mathematics,L1,97.68
M,Zimmi,2016,L1,Level 1 Language,Language,L1,45.1
F,Zimmi,2016,L1,Level 1 Language,Language,L1,43.6
F,Zimmi,2016,L1,Level 1 Mathematics,Mathematics,L1,22.04
M,Zimmi,2016,L1,Level 1 Mathematics,Mathematics,L1,67.62
M,Zimmi,2016,L1,Level 1 Language,Language,L1,57.2
M,Zimmi,2016,L1,Level 1 Mathematics,Mathematics,L1,31.62
M,Zimmi,2016,L1,Level 1 Language,Language,L1,29.4
M,Zimmi,2016,L1,Level 1 Mathematics,Mathematics,L1,40.94
M,Zimmi,2016,L1,Level 1 Language,Language,L1,27
M,Zimmi,2016,L1,Level 1 Mathematics,Mathematics,L1,81.48
M,Zimmi,2016,L1,Level 1 Language,Language,L1,89.25
M,Zimmi,2016,L1,Level 1 Mathematics,Mathematics,L1,59.28
M,Zimmi,2016,L1,Level 1 Language,Language,L1,55.5
F,Zimmi,2016,L1,Level 1 Mathematics,Mathematics,L1,76.59
F,Zimmi,2016,L1,Level 1 Language,Language,L1,68
M,Zimmi,2016,L1,Level 1 Mathematics,Mathematics,L1,64.6
M,Zimmi,2016,L1,Level 1 Language,Language,L1,59.5
F,Zimmi,2016,L1,Level 1 Mathematics,Mathematics,L1,44.1
F,Zimmi,2016,L1,Level 1 Language,Language,L1,20.75
M,Zimmi,2016,L1,Level 1 Mathematics,Mathematics,L1,52.65
M,Zimmi,2016,L1,Level 1 Language,Language,L1,38.7
F,Zimmi,2016,L1,Level 1 Mathematics,Mathematics,L1,99.12
F,Zimmi,2016,L1,Level 1 Language,Language,L1,70.55
M,Zimmi,2016,L1,Level 1 Mathematics,Mathematics,L1,59.13
M,Zimmi,2016,L1,Level 1 Language,Language,L1,58.8
F,Zimmi,2016,L1,Level 1 Mathematics,Mathematics,L1,30.42
F,Zimmi,2016,L1,Level 1 Language,Language,L1,25.8
M,Zimmi,2016,L1,Level 1 Mathematics,Mathematics,L1,83.52
M,Zimmi,2016,L1,Level 1 Language,Language,L1,81.6
F,Zimmi,2016,L1,Level 1 Mathematics,Mathematics,L1,100
F,Zimmi,2016,L1,Level 1 Language,Language,L1,81
F,Zimmi,2016,L1,Level 1 Language,Language,L1,63.75
F,Zimmi,2016,L1,Level 1 Mathematics,Mathematics,L1,47.04
F,Zimmi,2016,L1,Level 1 Mathematics,Mathematics,L1,79.35
F,Zimmi,2016,L1,Level 1 Language,Language,L1,62.3
F,Zimmi,2016,L1,Level 1 Mathematics,Mathematics,L1,73.6
F,Zimmi,2016,L1,Level 1 Language,Language,L1,91.2
M,Zimmi,2016,L1,Level 1 Mathematics,Mathematics,L1,53.95
M,Zimmi,2016,L1,Level 1 Language,Language,L1,54.45
M,Zimmi,2016,L1,Level 1 Mathematics,Mathematics,L1,56.43
M,Zimmi,2016,L1,Level 1 Language,Language,L1,58
F,Zimmi,2016,L1,Level 1 Mathematics,Mathematics,L1,86.24
F,Zimmi,2016,L1,Level 1 Language,Language,L1,95.2
M,Zimmi,2016,L1,Level 1 Mathematics,Mathematics,L1,85.12
M,Zimmi,2016,L1,Level 1 Language,Language,L1,40
M,Zimmi,2016,L1,Level 1 Mathematics,Mathematics,L1,68.31
M,Zimmi,2016,L1,Level 1 Language,Language,L1,39.55
M,Zimmi,2016,L1,Level 1 Mathematics,Mathematics,L1,82.84
M,Zimmi,2016,L1,Level 1 Language,Language,L1,72
M,Zimmi,2016,L1,Level 1 Mathematics,Mathematics,L1,61.1
M,Zimmi,2016,L1,Level 1 Language,Language,L1,66.3
F,Zimmi,2016,L1,Level 1 Mathematics,Mathematics,L1,47.88
F,Zimmi,2016,L1,Level 1 Language,Language,L1,22.2
M,Zimmi,2016,L1,Level 1 Mathematics,Mathematics,L1,67.62
M,Zimmi,2016,L1,Level 1 Language,Language,L1,69
M,Zimmi,2016,L2,Level 2 Mathematics,Mathematics,L2,62.05
F,Zimmi,2016,L2,Level 2 Mathematics,Mathematics,L2,81.03
M,Zimmi,2016,L2,Level 2 Mathematics,Mathematics,L2,69.69
F,Zimmi,2016,L2,Level 2 Mathematics,Mathematics,L2,73.83
F,Zimmi,2016,L2,Level 2 Mathematics,Mathematics,L2,78.66
M,Zimmi,2016,L2,Level 2 Mathematics,Mathematics,L2,61.75
F,Zimmi,2016,L2,Level 2 Mathematics,Mathematics,L2,61.75
M,Zimmi,2016,L2,Level 2 Mathematics,Mathematics,L2,58.5
M,Zimmi,2016,L2,Level 2 Mathematics,Mathematics,L2,55.9
M,Zimmi,2016,L2,Level 2 Mathematics,Mathematics,L2,74.75
M,Zimmi,2016,L2,Level 2 Mathematics,Mathematics,L2,62.4
F,Zimmi,2016,L2,Level 2 Mathematics,Mathematics,L2,50.16
F,Zimmi,2016,L2,Level 2 Mathematics,Mathematics,L2,67.83
F,Zimmi,2016,L2,Level 2 Mathematics,Mathematics,L2,51.41
M,Zimmi,2016,L2,Level 2 Language,Language,L2,80.92
F,Zimmi,2016,L2,Level 2 Language,Language,L2,69.44
F,Zimmi,2016,L2,Level 2 Language,Language,L2,65.1
F,Zimmi,2016,L2,Level 2 Language,Language,L2,66.34
F,Zimmi,2016,L2,Level 2 Language,Language,L2,66.34
F,Zimmi,2016,L2,Level 2 Language,Language,L2,59.36
F,Zimmi,2016,L2,Level 2 Language,Language,L2,62.72
M,Zimmi,2016,L2,Level 2 Language,Language,L2,47.6
F,Zimmi,2016,L2,Level 2 Language,Language,L2,61.6
M,Zimmi,2016,L2,Level 2 Language,Language,L2,63.84
M,Zimmi,2016,L2,Level 2 Language,Language,L2,46.48
M,Zimmi,2016,L2,Level 2 Language,Language,L2,45
M,Zimmi,2016,L2,Level 2 Language,Language,L2,45.5
F,Zimmi,2016,L2,Level 2 Language,Language,L2,48.5
M,Zimmi,2016,L2,Level 2 Language,Language,L2,53.5
M,Zimmi,2016,L1A,Level 1A Mathematics,Mathematics,L1A,81.34
M,Zimmi,2016,L1A,Level 1A Language,Language,L1A,68
M,Zimmi,2016,L1A,Level 1A Mathematics,Mathematics,L1A,66
M,Zimmi,2016,L1A,Level 1A Language,Language,L1A,95.46
M,Zimmi,2016,L1A,Level 1A Mathematics,Mathematics,L1A,95.55
M,Zimmi,2016,L1A,Level 1A Language,Language,L1A,79.12
M,Zimmi,2016,L1A,Level 1A Mathematics,Mathematics,L1A,73.92
M,Zimmi,2016,L1A,Level 1A Language,Language,L1A,76.8
F,Zimmi,2016,L1A,Level 1A Mathematics,Mathematics,L1A,68.6
F,Zimmi,2016,L1A,Level 1A Language,Language,L1A,100
M,Zimmi,2016,L1A,Level 1A Mathematics,Mathematics,L1A,60.76
M,Zimmi,2016,L1A,Level 1A Language,Language,L1A,66
M,Zimmi,2016,L1A,Level 1A Mathematics,Mathematics,L1A,81.34
M,Zimmi,2016,L1A,Level 1A Language,Language,L1A,76.54
F,Zimmi,2016,L1A,Level 1A Mathematics,Mathematics,L1A,70.55
F,Zimmi,2016,L1A,Level 1A Language,Language,L1A,84
M,Zimmi,2016,L1A,Level 1A Mathematics,Mathematics,L1A,61.5
M,Zimmi,2016,L1A,Level 1A Language,Language,L1A,92.88
F,Zimmi,2016,L1A,Level 1A Mathematics,Mathematics,L1A,64.78
F,Zimmi,2016,L1A,Level 1A Language,Language,L1A,86
M,Zimmi,2016,L1A,Level 1A Mathematics,Mathematics,L1A,65.57
M,Zimmi,2016,L1A,Level 1A Language,Language,L1A,78.12
M,Zimmi,2016,L1A,Level 1A Mathematics,Mathematics,L1A,76.3
M,Zimmi,2016,L1A,Level 1A Language,Language,L1A,63.6
M,Zimmi,2016,L1A,Level 1A Mathematics,Mathematics,L1A,53.36
M,Zimmi,2016,L1A,Level 1A Language,Language,L1A,83.42
M,Zimmi,2016,L1A,Level 1A Mathematics,Mathematics,L1A,56.76
M,Zimmi,2016,L1A,Level 1A Language,Language,L1A,95.2
M,Zimmi,2016,L1A,Level 1A Mathematics,Mathematics,L1A,78
M,Zimmi,2016,L1A,Level 1A Language,Language,L1A,59.86
F,Zimmi,2016,L1A,Level 1A Mathematics,Mathematics,L1A,75.75
F,Zimmi,2016,L1A,Level 1A Language,Language,L1A,87
M,Zimmi,2016,L1A,Level 1A Language,Language,L1A,73.96
M,Zimmi,2016,L1A,Level 1A Mathematics,Mathematics,L1A,23.78
M,Zimmi,2016,L1A,Level 1A Mathematics,Mathematics,L1A,58.08
M,Zimmi,2016,L1A,Level 1A Language,Language,L1A,98
M,Zimmi,2016,L1A,Level 1A Mathematics,Mathematics,L1A,71.4
M,Zimmi,2016,L1A,Level 1A Language,Language,L1A,100
F,Zimmi,2016,L1A,Level 1A Mathematics,Mathematics,L1A,80.99
F,Zimmi,2016,L1A,Level 1A Language,Language,L1A,100
F,Zimmi,2016,L1A,Level 1A Mathematics,Mathematics,L1A,80.99
F,Zimmi,2016,L1A,Level 1A Language,Language,L1A,96
M,Zimmi,2016,L1A,Level 1A Mathematics,Mathematics,L1A,84.66
M,Zimmi,2016,L1A,Level 1A Language,Language,L1A,81
M,Zimmi,2016,L1A,Level 1A Mathematics,Mathematics,L1A,72.75
M,Zimmi,2016,L1A,Level 1A Language,Language,L1A,100
F,Zimmi,2016,L1A,Level 1A Mathematics,Mathematics,L1A,64.02
F,Zimmi,2016,L1A,Level 1A Language,Language,L1A,98
F,Zimmi,2016,L1A,Level 1A Mathematics,Mathematics,L1A,64.5
F,Zimmi,2016,L1A,Level 1A Language,Language,L1A,71.54
M,Zimmi,2016,L1A,Level 1A Mathematics,Mathematics,L1A,57.4
M,Zimmi,2016,L1A,Level 1A Language,Language,L1A,91
M,Zimmi,2016,L1A,Level 1A Mathematics,Mathematics,L1A,72.68
M,Zimmi,2016,L1A,Level 1A Language,Language,L1A,87
F,Zimmi,2016,L1A,Level 1A Mathematics,Mathematics,L1A,66.5
F,Zimmi,2016,L1A,Level 1A Language,Language,L1A,81.7
F,Zimmi,2016,L1A,Level 1A Mathematics,Mathematics,L1A,66
F,Zimmi,2016,L1A,Level 1A Language,Language,L1A,84
F,Zimmi,2016,L1A,Level 1A Mathematics,Mathematics,L1A,88.81
F,Zimmi,2016,L1A,Level 1A Language,Language,L1A,91
M,Zimmi,2016,L1A,Level 1A Mathematics,Mathematics,L1A,53.46
M,Zimmi,2016,L1A,Level 1A Language,Language,L1A,49.29
M,Zimmi,2016,L1A,Level 1A Mathematics,Mathematics,L1A,74.7
M,Zimmi,2016,L1A,Level 1A Language,Language,L1A,100
M,Zimmi,2016,L1A,Level 1A Mathematics,Mathematics,L1A,57.66
M,Zimmi,2016,L1A,Level 1A Language,Language,L1A,86.4
M,Zimmi,2016,L1A,Level 1A Language,Language,L1A,84.28
M,Zimmi,2016,L1A,Level 1A Mathematics,Mathematics,L1A,55.5
M,Zimmi,2016,L1A,Level 1A Mathematics,Mathematics,L1A,57.42
M,Zimmi,2016,L1A,Level 1A Language,Language,L1A,85
M,Zimmi,2016,L1A,Level 1A Mathematics,Mathematics,L1A,74.7
M,Zimmi,2016,L1A,Level 1A Language,Language,L1A,89
M,Zimmi,2016,L1A,Level 1A Mathematics,Mathematics,L1A,54.12
M,Zimmi,2016,L1A,Level 1A Language,Language,L1A,85
F,Zimmi,2016,L1A,Level 1A Mathematics,Mathematics,L1A,54.78
F,Zimmi,2016,L1A,Level 1A Language,Language,L1A,88
M,Zimmi,2016,L1A,Level 1A Mathematics,Mathematics,L1A,91.91
M,Zimmi,2016,L1A,Level 1A Language,Language,L1A,100
F,Zimmi,2016,L1A,Level 1A Mathematics,Mathematics,L1A,72.8
F,Zimmi,2016,L1A,Level 1A Language,Language,L1A,100
M,Zimmi,2016,L1A,Level 1A Language,Language,L1A,98
M,Zimmi,2016,L1A,Level 1A Mathematics,Mathematics,L1A,52.78
M,Zimmi,2016,L1A,Level 1A Mathematics,Mathematics,L1A,84.75
M,Zimmi,2016,L1A,Level 1A Language,Language,L1A,100
F,Zimmi,2016,L1A,Level 1A Mathematics,Mathematics,L1A,96.28
F,Zimmi,2016,L1A,Level 1A Language,Language,L1A,90
F,Zimmi,2016,L1A,Level 1A Mathematics,Mathematics,L1A,79.8
F,Zimmi,2016,L1A,Level 1A Language,Language,L1A,77.4
F,Zimmi,2016,L1A,Level 1A Mathematics,Mathematics,L1A,63
F,Zimmi,2016,L1A,Level 1A Language,Language,L1A,96.32
M,Zimmi,2016,L1A,Level 1A Mathematics,Mathematics,L1A,79.1
M,Zimmi,2016,L1A,Level 1A Language,Language,L1A,100
F,Zimmi,2016,L1A,Level 1A Mathematics,Mathematics,L1A,94.8
F,Zimmi,2016,L1A,Level 1A Language,Language,L1A,92.88
F,Zimmi,2016,L1A,Level 1A Mathematics,Mathematics,L1A,74.82
F,Zimmi,2016,L1A,Level 1A Language,Language,L1A,84.63
F,Zimmi,2016,L1A,Level 1A Mathematics,Mathematics,L1A,81.2
F,Zimmi,2016,L1A,Level 1A Language,Language,L1A,100
F,Zimmi,2016,L1A,Level 1A Mathematics,Mathematics,L1A,70.5
F,Zimmi,2016,L1A,Level 1A Language,Language,L1A,100
F,Zimmi,2016,L1A,Level 1A Mathematics,Mathematics,L1A,65.1
F,Zimmi,2016,L1A,Level 1A Language,Language,L1A,100
F,Zimmi,2016,L1A,Level 1A Mathematics,Mathematics,L1A,83.25
F,Jendema,2016,L1A,Level 1A Language,Language,L1A,85.56
M,Jendema,2016,L1A,Level 1A Language,Language,L1A,48.76
F,Jendema,2016,L1A,Level 1A Language,Language,L1A,90.3
M,Jendema,2016,L1A,Level 1A Language,Language,L1A,74.58
M,Jendema,2016,L1A,Level 1A Language,Language,L1A,76.54
M,Jendema,2016,L1A,Level 1A Language,Language,L1A,84
M,Jendema,2016,L1A,Level 1A Language,Language,L1A,80
M,Jendema,2016,L1A,Level 1A Language,Language,L1A,42.8
M,Jendema,2016,L1A,Level 1A Language,Language,L1A,83.95
M,Jendema,2016,L1A,Level 1A Language,Language,L1A,93
F,Jendema,2016,L1A,Level 1A Language,Language,L1A,51.52
F,Jendema,2016,L1A,Level 1A Language,Language,L1A,100
F,Jendema,2016,L1A,Level 1A Language,Language,L1A,74.4
M,Jendema,2016,L1A,Level 1A Language,Language,L1A,91
M,Jendema,2016,L1A,Level 1A Language,Language,L1A,99.51
M,Jendema,2016,L1A,Level 1A Language,Language,L1A,84.28
F,Jendema,2016,L1A,Level 1A Language,Language,L1A,0.736666667
M,Jendema,2016,L1A,Level 1A Language,Language,L1A,70.62
F,Jendema,2016,L1A,Level 1A Language,Language,L1A,73.6
F,Jendema,2016,L1A,Level 1A Language,Language,L1A,68.8
M,Jendema,2016,L1A,Level 1A Language,Language,L1A,94.4
M,Jendema,2016,L1A,Level 1A Language,Language,L1A,84
M,Jendema,2016,L1A,Level 1A Language,Language,L1A,94
M,Jendema,2016,L1A,Level 1A Language,Language,L1A,75.33
F,Jendema,2016,L1A,Level 1A Language,Language,L1A,97.18
M,Jendema,2016,L1A,Level 1A Language,Language,L1A,82
M,Jendema,2016,L1A,Level 1A Language,Language,L1A,98.04
M,Jendema,2016,L1A,Level 1A Language,Language,L1A,71.38
M,Jendema,2016,L1A,Level 1A Language,Language,L1A,85.6
F,Jendema,2016,L1A,Level 1A Language,Language,L1A,68.4
F,Jendema,2016,L1A,Level 1A Language,Language,L1A,74.82
M,Jendema,2016,L1A,Level 1A Language,Language,L1A,69.66
M,Jendema,2016,L1A,Level 1A Language,Language,L1A,100
M,Jendema,2016,L1A,Level 1A Language,Language,L1A,59.86
F,Jendema,2016,L1A,Level 1A Language,Language,L1A,83.7
F,Jendema,2016,L1A,Level 1A Language,Language,L1A,98
M,Jendema,2016,L1A,Level 1A Language,Language,L1A,69.66
F,Jendema,2016,L1A,Level 1A Language,Language,L1A,89
M,Jendema,2016,L1A,Level 1A Language,Language,L1A,85.41
F,Jendema,2016,L1A,Level 1A Language,Language,L1A,1.12
M,Jendema,2016,L1A,Level 1A Language,Language,L1A,67.16
F,Jendema,2016,L1A,Level 1A Language,Language,L1A,89.44
F,Jendema,2016,L1A,Level 1A Language,Language,L1A,100
F,Jendema,2016,L1A,Level 1A Language,Language,L1A,73.6
F,Jendema,2016,L1A,Level 1A Mathematics,Mathematics,L1A,100
M,Jendema,2016,L1A,Level 1A Mathematics,Mathematics,L1A,70.06
F,Jendema,2016,L1A,Level 1A Mathematics,Mathematics,L1A,91.3
M,Jendema,2016,L1A,Level 1A Mathematics,Mathematics,L1A,75.24
M,Jendema,2016,L1A,Level 1A Mathematics,Mathematics,L1A,74.2
M,Jendema,2016,L1A,Level 1A Mathematics,Mathematics,L1A,22.5
M,Jendema,2016,L1A,Level 1A Mathematics,Mathematics,L1A,70.7
M,Jendema,2016,L1A,Level 1A Mathematics,Mathematics,L1A,33.35
M,Jendema,2016,L1A,Level 1A Mathematics,Mathematics,L1A,98.28
M,Jendema,2016,L1A,Level 1A Mathematics,Mathematics,L1A,100
F,Jendema,2016,L1A,Level 1A Mathematics,Mathematics,L1A,77.19
F,Jendema,2016,L1A,Level 1A Mathematics,Mathematics,L1A,77.43
F,Jendema,2016,L1A,Level 1A Mathematics,Mathematics,L1A,69.75
M,Jendema,2016,L1A,Level 1A Mathematics,Mathematics,L1A,93.09
M,Jendema,2016,L1A,Level 1A Mathematics,Mathematics,L1A,71.89
M,Jendema,2016,L1A,Level 1A Mathematics,Mathematics,L1A,50.76
F,Jendema,2016,L1A,Level 1A Mathematics,Mathematics,L1A,73.95
M,Jendema,2016,L1A,Level 1A Mathematics,Mathematics,L1A,46.4
F,Jendema,2016,L1A,Level 1A Mathematics,Mathematics,L1A,79.79
F,Jendema,2016,L1A,Level 1A Mathematics,Mathematics,L1A,70
M,Jendema,2016,L1A,Level 1A Mathematics,Mathematics,L1A,84.66
M,Jendema,2016,L1A,Level 1A Mathematics,Mathematics,L1A,78.02
M,Jendema,2016,L1A,Level 1A Mathematics,Mathematics,L1A,93.96
M,Jendema,2016,L1A,Level 1A Mathematics,Mathematics,L1A,95.7
F,Jendema,2016,L1A,Level 1A Mathematics,Mathematics,L1A,64.4
M,Jendema,2016,L1A,Level 1A Mathematics,Mathematics,L1A,82.17
M,Jendema,2016,L1A,Level 1A Mathematics,Mathematics,L1A,78.21
M,Jendema,2016,L1A,Level 1A Mathematics,Mathematics,L1A,93.09
M,Jendema,2016,L1A,Level 1A Mathematics,Mathematics,L1A,81.78
F,Jendema,2016,L1A,Level 1A Mathematics,Mathematics,L1A,79
F,Jendema,2016,L1A,Level 1A Mathematics,Mathematics,L1A,82.6
M,Jendema,2016,L1A,Level 1A Mathematics,Mathematics,L1A,85.5
M,Jendema,2016,L1A,Level 1A Mathematics,Mathematics,L1A,57.66
F,Jendema,2016,L1A,Level 1A Mathematics,Mathematics,L1A,84.39
F,Jendema,2016,L1A,Level 1A Mathematics,Mathematics,L1A,68.6
M,Jendema,2016,L1A,Level 1A Mathematics,Mathematics,L1A,92.96
F,Jendema,2016,L1A,Level 1A Mathematics,Mathematics,L1A,93.1
M,Jendema,2016,L1A,Level 1A Mathematics,Mathematics,L1A,84
F,Jendema,2016,L1A,Level 1A Mathematics,Mathematics,L1A,73.87
M,Jendema,2016,L1A,Level 1A Mathematics,Mathematics,L1A,88.48
F,Jendema,2016,L1A,Level 1A Mathematics,Mathematics,L1A,60.75
F,Jendema,2016,L1A,Level 1A Mathematics,Mathematics,L1A,74.62
